index,brewery_wa,brewery_prod,month,production
3012,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,August,6889.21
3400,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,September,-70.33
3788,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,October,1843.76
4176,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,November,513.11
4564,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,December,712.39
4952,schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,total_annual,19029.099999999995
297,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,January,311.3
685,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,February,279.2
1073,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,March,325.26
1461,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,April,448.99
1849,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,May,383.76
2237,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,June,499.67
2625,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,July,464.24
3013,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,August,406.59
3401,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,September,386.33
3789,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,October,353.16
4177,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,November,255.78
4565,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,December,321.87
4953,scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,total_annual,4436.150000000001
298,scythe brewing company,SCYTHE BREWING COMPANY,January,
686,scythe brewing company,SCYTHE BREWING COMPANY,February,
1074,scythe brewing company,SCYTHE BREWING COMPANY,March,
1462,scythe brewing company,SCYTHE BREWING COMPANY,April,
1850,scythe brewing company,SCYTHE BREWING COMPANY,May,3.44
2238,scythe brewing company,SCYTHE BREWING COMPANY,June,
2626,scythe brewing company,SCYTHE BREWING COMPANY,July,3.9
3014,scythe brewing company,SCYTHE BREWING COMPANY,August,25.89
3402,scythe brewing company,SCYTHE BREWING COMPANY,September,
3790,scythe brewing company,SCYTHE BREWING COMPANY,October,
4178,scythe brewing company,SCYTHE BREWING COMPANY,November,29.3
4566,scythe brewing company,SCYTHE BREWING COMPANY,December,
4954,scythe brewing company,SCYTHE BREWING COMPANY,total_annual,62.53
299,seapine brewing company,SEAPINE BREWING COMPANY,January,
687,seapine brewing company,SEAPINE BREWING COMPANY,February,809.56
1075,seapine brewing company,SEAPINE BREWING COMPANY,March,
1463,seapine brewing company,SEAPINE BREWING COMPANY,April,
1851,seapine brewing company,SEAPINE BREWING COMPANY,May,642.5
2239,seapine brewing company,SEAPINE BREWING COMPANY,June,
2627,seapine brewing company,SEAPINE BREWING COMPANY,July,327.0
3015,seapine brewing company,SEAPINE BREWING COMPANY,August,
3403,seapine brewing company,SEAPINE BREWING COMPANY,September,682.59
3791,seapine brewing company,SEAPINE BREWING COMPANY,October,
4179,seapine brewing company,SEAPINE BREWING COMPANY,November,743.39
4567,seapine brewing company,SEAPINE BREWING COMPANY,December,
4955,seapine brewing company,SEAPINE BREWING COMPANY,total_annual,3205.04
300,shellback brewing,SHELLBACK BREWING,January,0.64
688,shellback brewing,SHELLBACK BREWING,February,0.16
1076,shellback brewing,SHELLBACK BREWING,March,0.5
1464,shellback brewing,SHELLBACK BREWING,April,
1852,shellback brewing,SHELLBACK BREWING,May,
2240,shellback brewing,SHELLBACK BREWING,June,0.96
2628,shellback brewing,SHELLBACK BREWING,July,1.0
3016,shellback brewing,SHELLBACK BREWING,August,2.0
3404,shellback brewing,SHELLBACK BREWING,September,0.66
3792,shellback brewing,SHELLBACK BREWING,October,0.8
4180,shellback brewing,SHELLBACK BREWING,November,1.0
4568,shellback brewing,SHELLBACK BREWING,December,0.8
4956,shellback brewing,SHELLBACK BREWING,total_annual,8.52
301,shoug brewing company,SHOUG BREWING COMPANY,January,6.25
689,shoug brewing company,SHOUG BREWING COMPANY,February,7.25
1077,shoug brewing company,SHOUG BREWING COMPANY,March,9.25
1465,shoug brewing company,SHOUG BREWING COMPANY,April,10.25
1853,shoug brewing company,SHOUG BREWING COMPANY,May,10.75
2241,shoug brewing company,SHOUG BREWING COMPANY,June,9.0
2629,shoug brewing company,SHOUG BREWING COMPANY,July,5.25
3017,shoug brewing company,SHOUG BREWING COMPANY,August,11.5
3405,shoug brewing company,SHOUG BREWING COMPANY,September,26.75
3793,shoug brewing company,SHOUG BREWING COMPANY,October,12.0
4181,shoug brewing company,SHOUG BREWING COMPANY,November,10.5
4569,shoug brewing company,SHOUG BREWING COMPANY,December,15.75
4957,shoug brewing company,SHOUG BREWING COMPANY,total_annual,134.5
302,sig brewing company,SIG BREWING COMPANY,January,19.98
690,sig brewing company,SIG BREWING COMPANY,February,41.57
1078,sig brewing company,SIG BREWING COMPANY,March,66.54
1466,sig brewing company,SIG BREWING COMPANY,April,39.48
1854,sig brewing company,SIG BREWING COMPANY,May,46.55
2242,sig brewing company,SIG BREWING COMPANY,June,34.96
2630,sig brewing company,SIG BREWING COMPANY,July,32.15
3018,sig brewing company,SIG BREWING COMPANY,August,31.53
3406,sig brewing company,SIG BREWING COMPANY,September,29.24
3794,sig brewing company,SIG BREWING COMPANY,October,31.34
4182,sig brewing company,SIG BREWING COMPANY,November,29.21
4570,sig brewing company,SIG BREWING COMPANY,December,23.04
4958,sig brewing company,SIG BREWING COMPANY,total_annual,425.59
303,silver city brewery,SILVER CITY BREWERY,January,1248.72
691,silver city brewery,SILVER CITY BREWERY,February,1516.41
1079,silver city brewery,SILVER CITY BREWERY,March,101.71
1467,silver city brewery,SILVER CITY BREWERY,April,2372.86
1855,silver city brewery,SILVER CITY BREWERY,May,2621.8
2243,silver city brewery,SILVER CITY BREWERY,June,2218.78
2631,silver city brewery,SILVER CITY BREWERY,July,1417.5
3019,silver city brewery,SILVER CITY BREWERY,August,2169.09
3407,silver city brewery,SILVER CITY BREWERY,September,1722.27
3795,silver city brewery,SILVER CITY BREWERY,October,1524.62
4183,silver city brewery,SILVER CITY BREWERY,November,1617.34
4571,silver city brewery,SILVER CITY BREWERY,December,1591.01
4959,silver city brewery,SILVER CITY BREWERY,total_annual,20122.11
304,singing hops brewing company,SINGING HOPS BREWING COMPANY,January,3.93
692,singing hops brewing company,SINGING HOPS BREWING COMPANY,February,10.66
1080,singing hops brewing company,SINGING HOPS BREWING COMPANY,March,
1468,singing hops brewing company,SINGING HOPS BREWING COMPANY,April,4.11
1856,singing hops brewing company,SINGING HOPS BREWING COMPANY,May,6.18
2244,singing hops brewing company,SINGING HOPS BREWING COMPANY,June,4.16
2632,singing hops brewing company,SINGING HOPS BREWING COMPANY,July,9.35
3020,singing hops brewing company,SINGING HOPS BREWING COMPANY,August,10.7
3408,singing hops brewing company,SINGING HOPS BREWING COMPANY,September,1.59
3796,singing hops brewing company,SINGING HOPS BREWING COMPANY,October,6.67
4184,singing hops brewing company,SINGING HOPS BREWING COMPANY,November,1.94
4572,singing hops brewing company,SINGING HOPS BREWING COMPANY,December,0.83
4960,singing hops brewing company,SINGING HOPS BREWING COMPANY,total_annual,60.12
305,single hill brewing company,SINGLE HILL BREWING COMPANY,January,93.87
693,single hill brewing company,SINGLE HILL BREWING COMPANY,February,154.41
1081,single hill brewing company,SINGLE HILL BREWING COMPANY,March,155.59
1469,single hill brewing company,SINGLE HILL BREWING COMPANY,April,147.89
1857,single hill brewing company,SINGLE HILL BREWING COMPANY,May,139.98
2245,single hill brewing company,SINGLE HILL BREWING COMPANY,June,203.69
2633,single hill brewing company,SINGLE HILL BREWING COMPANY,July,163.61
3021,single hill brewing company,SINGLE HILL BREWING COMPANY,August,174.96
3409,single hill brewing company,SINGLE HILL BREWING COMPANY,September,221.07
3797,single hill brewing company,SINGLE HILL BREWING COMPANY,October,151.37
4185,single hill brewing company,SINGLE HILL BREWING COMPANY,November,122.77
4573,single hill brewing company,SINGLE HILL BREWING COMPANY,December,134.99
4961,single hill brewing company,SINGLE HILL BREWING COMPANY,total_annual,1864.2
306,skep brewing company,SKEP BREWING COMPANY,January,0.42
694,skep brewing company,SKEP BREWING COMPANY,February,0.71
1082,skep brewing company,SKEP BREWING COMPANY,March,1.74
1470,skep brewing company,SKEP BREWING COMPANY,April,0.99
1858,skep brewing company,SKEP BREWING COMPANY,May,1.27
2246,skep brewing company,SKEP BREWING COMPANY,June,0.58
2634,skep brewing company,SKEP BREWING COMPANY,July,1.0
3022,skep brewing company,SKEP BREWING COMPANY,August,1.9
3410,skep brewing company,SKEP BREWING COMPANY,September,1.31
3798,skep brewing company,SKEP BREWING COMPANY,October,1.04
4186,skep brewing company,SKEP BREWING COMPANY,November,1.11
4574,skep brewing company,SKEP BREWING COMPANY,December,1.37
4962,skep brewing company,SKEP BREWING COMPANY,total_annual,13.44
307,skookum brewery,SKOOKUM BREWERY,January,118.41
695,skookum brewery,SKOOKUM BREWERY,February,97.58
1083,skookum brewery,SKOOKUM BREWERY,March,113.01
1471,skookum brewery,SKOOKUM BREWERY,April,91.34
1859,skookum brewery,SKOOKUM BREWERY,May,157.83
2247,skookum brewery,SKOOKUM BREWERY,June,99.47
2635,skookum brewery,SKOOKUM BREWERY,July,106.25
3023,skookum brewery,SKOOKUM BREWERY,August,123.97
3411,skookum brewery,SKOOKUM BREWERY,September,96.47
3799,skookum brewery,SKOOKUM BREWERY,October,65.59
4187,skookum brewery,SKOOKUM BREWERY,November,91.6
4575,skookum brewery,SKOOKUM BREWERY,December,110.31
4963,skookum brewery,SKOOKUM BREWERY,total_annual,1271.83
308,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,January,41.0
696,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,February,
1084,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,March,32.0
1472,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,April,
1860,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,May,
2248,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,June,43.0
2636,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,July,
3024,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,August,
3412,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,September,
3800,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,October,
4188,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,November,
4576,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,December,
4964,slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,total_annual,116.0
309,slippery pig brewing,SLIPPERY PIG BREWERY,January,15.0
697,slippery pig brewing,SLIPPERY PIG BREWERY,February,22.5
1085,slippery pig brewing,SLIPPERY PIG BREWERY,March,27.0
1473,slippery pig brewing,SLIPPERY PIG BREWERY,April,19.5
1861,slippery pig brewing,SLIPPERY PIG BREWERY,May,18.0
2249,slippery pig brewing,SLIPPERY PIG BREWERY,June,24.0
2637,slippery pig brewing,SLIPPERY PIG BREWERY,July,18.0
3025,slippery pig brewing,SLIPPERY PIG BREWERY,August,22.5
3413,slippery pig brewing,SLIPPERY PIG BREWERY,September,15.0
3801,slippery pig brewing,SLIPPERY PIG BREWERY,October,15.0
4189,slippery pig brewing,SLIPPERY PIG BREWERY,November,21.0
4577,slippery pig brewing,SLIPPERY PIG BREWERY,December,18.0
4965,slippery pig brewing,SLIPPERY PIG BREWERY,total_annual,235.5
310,snapshot brewing,SNAPSHOT BREWING,January,3.55
698,snapshot brewing,SNAPSHOT BREWING,February,7.65
1086,snapshot brewing,SNAPSHOT BREWING,March,
1474,snapshot brewing,SNAPSHOT BREWING,April,7.58
1862,snapshot brewing,SNAPSHOT BREWING,May,3.06
2250,snapshot brewing,SNAPSHOT BREWING,June,
2638,snapshot brewing,SNAPSHOT BREWING,July,2.16
3026,snapshot brewing,SNAPSHOT BREWING,August,
3414,snapshot brewing,SNAPSHOT BREWING,September,8.67
3802,snapshot brewing,SNAPSHOT BREWING,October,
4190,snapshot brewing,SNAPSHOT BREWING,November,5.0
4578,snapshot brewing,SNAPSHOT BREWING,December,4.7
4966,snapshot brewing,SNAPSHOT BREWING,total_annual,42.370000000000005
311,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,January,
699,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,February,250.76
1087,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,March,119.98
1475,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,April,
1863,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,May,167.0
2251,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,June,102.4
2639,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,July,95.99
3027,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,August,103.69
3415,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,September,94.28
3803,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,October,
4191,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,November,68.25
4579,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,December,125.32
4967,snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,total_annual,1127.6699999999998
312,snotown brewery,SNOTOWN BREWERY,January,5.99
700,snotown brewery,SNOTOWN BREWERY,February,7.33
1088,snotown brewery,SNOTOWN BREWERY,March,10.64
1476,snotown brewery,SNOTOWN BREWERY,April,14.15
1864,snotown brewery,SNOTOWN BREWERY,May,14.16
2252,snotown brewery,SNOTOWN BREWERY,June,4.8
2640,snotown brewery,SNOTOWN BREWERY,July,12.83
3028,snotown brewery,SNOTOWN BREWERY,August,6.33
3416,snotown brewery,SNOTOWN BREWERY,September,6.16
3804,snotown brewery,SNOTOWN BREWERY,October,4.99
4192,snotown brewery,SNOTOWN BREWERY,November,5.16
4580,snotown brewery,SNOTOWN BREWERY,December,8.42
4968,snotown brewery,SNOTOWN BREWERY,total_annual,100.96
313,snow eater brewing company,SNOW EATER BREWING COMPANY,January,
701,snow eater brewing company,SNOW EATER BREWING COMPANY,February,
1089,snow eater brewing company,SNOW EATER BREWING COMPANY,March,
1477,snow eater brewing company,SNOW EATER BREWING COMPANY,April,
1865,snow eater brewing company,SNOW EATER BREWING COMPANY,May,67.58
2253,snow eater brewing company,SNOW EATER BREWING COMPANY,June,
2641,snow eater brewing company,SNOW EATER BREWING COMPANY,July,
3029,snow eater brewing company,SNOW EATER BREWING COMPANY,August,
3417,snow eater brewing company,SNOW EATER BREWING COMPANY,September,
3805,snow eater brewing company,SNOW EATER BREWING COMPANY,October,151.35
4193,snow eater brewing company,SNOW EATER BREWING COMPANY,November,
4581,snow eater brewing company,SNOW EATER BREWING COMPANY,December,
4969,snow eater brewing company,SNOW EATER BREWING COMPANY,total_annual,218.93
314,sound to summit brewing,SOUND2SUMMIT BREWERY,January,26.16
702,sound to summit brewing,SOUND2SUMMIT BREWERY,February,35.83
1090,sound to summit brewing,SOUND2SUMMIT BREWERY,March,40.99
1478,sound to summit brewing,SOUND2SUMMIT BREWERY,April,30.95
1866,sound to summit brewing,SOUND2SUMMIT BREWERY,May,40.41
2254,sound to summit brewing,SOUND2SUMMIT BREWERY,June,38.33
2642,sound to summit brewing,SOUND2SUMMIT BREWERY,July,33.75
3030,sound to summit brewing,SOUND2SUMMIT BREWERY,August,46.32
3418,sound to summit brewing,SOUND2SUMMIT BREWERY,September,49.84
3806,sound to summit brewing,SOUND2SUMMIT BREWERY,October,61.5
4194,sound to summit brewing,SOUND2SUMMIT BREWERY,November,31.92
4582,sound to summit brewing,SOUND2SUMMIT BREWERY,December,20.83
4970,sound to summit brewing,SOUND2SUMMIT BREWERY,total_annual,456.8299999999999
315,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,January,27.0
703,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,February,18.0
1091,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,March,36.0
1479,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,April,
1867,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,May,33.0
2255,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,June,24.0
2643,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,July,-12.0
3031,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,August,15.0
3419,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,September,18.0
3807,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,October,9.0
4195,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,November,15.0
4583,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,December,24.0
4971,spada farmhouse brewery,SPADA FARMHOUSE BREWERY,total_annual,207.0
316,spokanite brewing,SPOKANITE BREWING COMPANY,January,
704,spokanite brewing,SPOKANITE BREWING COMPANY,February,
1092,spokanite brewing,SPOKANITE BREWING COMPANY,March,
1480,spokanite brewing,SPOKANITE BREWING COMPANY,April,
1868,spokanite brewing,SPOKANITE BREWING COMPANY,May,
2256,spokanite brewing,SPOKANITE BREWING COMPANY,June,5.0
2644,spokanite brewing,SPOKANITE BREWING COMPANY,July,
3032,spokanite brewing,SPOKANITE BREWING COMPANY,August,10.93
3420,spokanite brewing,SPOKANITE BREWING COMPANY,September,4.93
3808,spokanite brewing,SPOKANITE BREWING COMPANY,October,4.25
4196,spokanite brewing,SPOKANITE BREWING COMPANY,November,4.25
4584,spokanite brewing,SPOKANITE BREWING COMPANY,December,4.5
4972,spokanite brewing,SPOKANITE BREWING COMPANY,total_annual,33.86
317,square wheel brewing company,SQUARE WHEEL BREWING,January,3.42
705,square wheel brewing company,SQUARE WHEEL BREWING,February,1.5
1093,square wheel brewing company,SQUARE WHEEL BREWING,March,4.25
1481,square wheel brewing company,SQUARE WHEEL BREWING,April,12.25
1869,square wheel brewing company,SQUARE WHEEL BREWING,May,7.25
2257,square wheel brewing company,SQUARE WHEEL BREWING,June,13.75
2645,square wheel brewing company,SQUARE WHEEL BREWING,July,8.5
3033,square wheel brewing company,SQUARE WHEEL BREWING,August,11.63
3421,square wheel brewing company,SQUARE WHEEL BREWING,September,10.75
3809,square wheel brewing company,SQUARE WHEEL BREWING,October,0.25
4197,square wheel brewing company,SQUARE WHEEL BREWING,November,
4585,square wheel brewing company,SQUARE WHEEL BREWING,December,
4973,square wheel brewing company,SQUARE WHEEL BREWING,total_annual,73.55000000000001
318,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,January,4.75
706,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,February,
1094,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,March,15.75
1482,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,April,7.25
1870,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,May,6.25
2258,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,June,
2646,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,July,
3034,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,August,
3422,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,September,
3810,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,October,
4198,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,November,
4586,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,December,
4974,squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,total_annual,34.0
319,standard brewing,STANDARD BREWING,January,44.56
707,standard brewing,STANDARD BREWING,February,43.14
1095,standard brewing,STANDARD BREWING,March,59.79
1483,standard brewing,STANDARD BREWING,April,45.98
1871,standard brewing,STANDARD BREWING,May,53.88
2259,standard brewing,STANDARD BREWING,June,41.0
2647,standard brewing,STANDARD BREWING,July,
3035,standard brewing,STANDARD BREWING,August,86.6
3423,standard brewing,STANDARD BREWING,September,39.45
3811,standard brewing,STANDARD BREWING,October,29.81
4199,standard brewing,STANDARD BREWING,November,40.41
4587,standard brewing,STANDARD BREWING,December,35.56
4975,standard brewing,STANDARD BREWING,total_annual,520.18
320,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,January,
708,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,February,25.75
1096,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,March,15.25
1484,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,April,17.66
1872,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,May,
2260,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,June,36.87
2648,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,July,21.82
3036,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,August,
3424,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,September,47.23
3812,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,October,18.0
4200,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,November,
4588,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,December,35.57
4976,steam donkey brewing company,STEAM DONKEY BREWING COMPANY,total_annual,218.15
321,stemma brewing company,STEMMA BREWING,January,-13.44
709,stemma brewing company,STEMMA BREWING,February,230.3
1097,stemma brewing company,STEMMA BREWING,March,130.16
1485,stemma brewing company,STEMMA BREWING,April,114.27
1873,stemma brewing company,STEMMA BREWING,May,179.86
2261,stemma brewing company,STEMMA BREWING,June,140.32
2649,stemma brewing company,STEMMA BREWING,July,123.83
3037,stemma brewing company,STEMMA BREWING,August,163.67
3425,stemma brewing company,STEMMA BREWING,September,172.39
3813,stemma brewing company,STEMMA BREWING,October,163.11
4201,stemma brewing company,STEMMA BREWING,November,194.6
4589,stemma brewing company,STEMMA BREWING,December,99.72
4977,stemma brewing company,STEMMA BREWING,total_annual,1698.79
322,stones throw brewery,STONES THROW BREWERY,January,25.36
710,stones throw brewery,STONES THROW BREWERY,February,
1098,stones throw brewery,STONES THROW BREWERY,March,73.4
1486,stones throw brewery,STONES THROW BREWERY,April,
1874,stones throw brewery,STONES THROW BREWERY,May,92.86
2262,stones throw brewery,STONES THROW BREWERY,June,48.6
2650,stones throw brewery,STONES THROW BREWERY,July,49.54
3038,stones throw brewery,STONES THROW BREWERY,August,43.51
3426,stones throw brewery,STONES THROW BREWERY,September,43.0
3814,stones throw brewery,STONES THROW BREWERY,October,
4202,stones throw brewery,STONES THROW BREWERY,November,70.95
4590,stones throw brewery,STONES THROW BREWERY,December,28.0
4978,stones throw brewery,STONES THROW BREWERY,total_annual,475.22
323,stormy mountain brewing,STORMY MOUNTAIN BREWING,January,
711,stormy mountain brewing,STORMY MOUNTAIN BREWING,February,10.5
1099,stormy mountain brewing,STORMY MOUNTAIN BREWING,March,8.0
1487,stormy mountain brewing,STORMY MOUNTAIN BREWING,April,7.5
1875,stormy mountain brewing,STORMY MOUNTAIN BREWING,May,9.0
2263,stormy mountain brewing,STORMY MOUNTAIN BREWING,June,5.5
2651,stormy mountain brewing,STORMY MOUNTAIN BREWING,July,12.5
3039,stormy mountain brewing,STORMY MOUNTAIN BREWING,August,4.0
3427,stormy mountain brewing,STORMY MOUNTAIN BREWING,September,9.0
3815,stormy mountain brewing,STORMY MOUNTAIN BREWING,October,7.5
4203,stormy mountain brewing,STORMY MOUNTAIN BREWING,November,4.5
4591,stormy mountain brewing,STORMY MOUNTAIN BREWING,December,6.0
4979,stormy mountain brewing,STORMY MOUNTAIN BREWING,total_annual,84.0
324,stoup brewing,STOUP BREWING,January,301.94
712,stoup brewing,STOUP BREWING,February,420.3
1100,stoup brewing,STOUP BREWING,March,480.97
1488,stoup brewing,STOUP BREWING,April,448.93
1876,stoup brewing,STOUP BREWING,May,466.55
2264,stoup brewing,STOUP BREWING,June,566.31
2652,stoup brewing,STOUP BREWING,July,481.77
3040,stoup brewing,STOUP BREWING,August,523.95
3428,stoup brewing,STOUP BREWING,September,542.94
3816,stoup brewing,STOUP BREWING,October,480.2
4204,stoup brewing,STOUP BREWING,November,371.95
4592,stoup brewing,STOUP BREWING,December,391.1
4980,stoup brewing,STOUP BREWING,total_annual,5476.91
325,structures brewing,STRUCTURES BREWING,January,95.5
713,structures brewing,STRUCTURES BREWING,February,80.5
1101,structures brewing,STRUCTURES BREWING,March,129.0
1489,structures brewing,STRUCTURES BREWING,April,91.5
1877,structures brewing,STRUCTURES BREWING,May,99.0
2265,structures brewing,STRUCTURES BREWING,June,117.0
2653,structures brewing,STRUCTURES BREWING,July,98.0
3041,structures brewing,STRUCTURES BREWING,August,85.5
3429,structures brewing,STRUCTURES BREWING,September,108.0
3817,structures brewing,STRUCTURES BREWING,October,104.0
4205,structures brewing,STRUCTURES BREWING,November,89.0
4593,structures brewing,STRUCTURES BREWING,December,96.0
4981,structures brewing,STRUCTURES BREWING,total_annual,1193.0
326,sumerian brewing company,SUMERIAN BREWING CO.,January,51.2
714,sumerian brewing company,SUMERIAN BREWING CO.,February,33.03
1102,sumerian brewing company,SUMERIAN BREWING CO.,March,100.53
1490,sumerian brewing company,SUMERIAN BREWING CO.,April,
1878,sumerian brewing company,SUMERIAN BREWING CO.,May,63.39
2266,sumerian brewing company,SUMERIAN BREWING CO.,June,106.21
2654,sumerian brewing company,SUMERIAN BREWING CO.,July,58.15
3042,sumerian brewing company,SUMERIAN BREWING CO.,August,52.29
3430,sumerian brewing company,SUMERIAN BREWING CO.,September,
3818,sumerian brewing company,SUMERIAN BREWING CO.,October,49.8
4206,sumerian brewing company,SUMERIAN BREWING CO.,November,43.63
4594,sumerian brewing company,SUMERIAN BREWING CO.,December,92.23
4982,sumerian brewing company,SUMERIAN BREWING CO.,total_annual,650.46
327,swinnerton brewery,SWINNERTON BREWERY,January,
715,swinnerton brewery,SWINNERTON BREWERY,February,
1103,swinnerton brewery,SWINNERTON BREWERY,March,
1491,swinnerton brewery,SWINNERTON BREWERY,April,
1879,swinnerton brewery,SWINNERTON BREWERY,May,
2267,swinnerton brewery,SWINNERTON BREWERY,June,
2655,swinnerton brewery,SWINNERTON BREWERY,July,1.0
3043,swinnerton brewery,SWINNERTON BREWERY,August,
3431,swinnerton brewery,SWINNERTON BREWERY,September,
3819,swinnerton brewery,SWINNERTON BREWERY,October,
4207,swinnerton brewery,SWINNERTON BREWERY,November,
4595,swinnerton brewery,SWINNERTON BREWERY,December,
4983,swinnerton brewery,SWINNERTON BREWERY,total_annual,1.0
328,taneum creek brewing,TANEUM CREEK BREWING,January,10.1
716,taneum creek brewing,TANEUM CREEK BREWING,February,2.93
1104,taneum creek brewing,TANEUM CREEK BREWING,March,7.34
1492,taneum creek brewing,TANEUM CREEK BREWING,April,5.55
1880,taneum creek brewing,TANEUM CREEK BREWING,May,7.21
2268,taneum creek brewing,TANEUM CREEK BREWING,June,4.82
2656,taneum creek brewing,TANEUM CREEK BREWING,July,2.5
3044,taneum creek brewing,TANEUM CREEK BREWING,August,
3432,taneum creek brewing,TANEUM CREEK BREWING,September,
3820,taneum creek brewing,TANEUM CREEK BREWING,October,
4208,taneum creek brewing,TANEUM CREEK BREWING,November,
4596,taneum creek brewing,TANEUM CREEK BREWING,December,
4984,taneum creek brewing,TANEUM CREEK BREWING,total_annual,40.45
329,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,January,6.0
717,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,February,15.0
1105,temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,March,18.0
