index,brewery_wa,brewery_prod,month,production
4864,mcmillin farm brewhouse,MCMILLIN FARM,total_annual,2.84
209,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,January,193.0
597,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,February,
985,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,March,
1373,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,April,
1761,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,May,130.0
2149,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,June,
2537,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,July,
2925,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,August,
3313,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,September,
3701,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,October,
4089,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,November,229.0
4477,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,December,
4865,meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,total_annual,552.0
210,menace brewing,MENACE BREWING,January,38.24
598,menace brewing,MENACE BREWING,February,
986,menace brewing,MENACE BREWING,March,31.3
1374,menace brewing,MENACE BREWING,April,21.03
1762,menace brewing,MENACE BREWING,May,17.89
2150,menace brewing,MENACE BREWING,June,
2538,menace brewing,MENACE BREWING,July,
2926,menace brewing,MENACE BREWING,August,
3314,menace brewing,MENACE BREWING,September,72.32
3702,menace brewing,MENACE BREWING,October,20.96
4090,menace brewing,MENACE BREWING,November,
4478,menace brewing,MENACE BREWING,December,36.74
4866,menace brewing,MENACE BREWING,total_annual,238.48
211,middleton brewing,MIDDLETON BREWING,January,12.0
599,middleton brewing,MIDDLETON BREWING,February,8.0
987,middleton brewing,MIDDLETON BREWING,March,14.0
1375,middleton brewing,MIDDLETON BREWING,April,
1763,middleton brewing,MIDDLETON BREWING,May,
2151,middleton brewing,MIDDLETON BREWING,June,22.0
2539,middleton brewing,MIDDLETON BREWING,July,22.0
2927,middleton brewing,MIDDLETON BREWING,August,
3315,middleton brewing,MIDDLETON BREWING,September,
3703,middleton brewing,MIDDLETON BREWING,October,
4091,middleton brewing,MIDDLETON BREWING,November,42.0
4479,middleton brewing,MIDDLETON BREWING,December,
4867,middleton brewing,MIDDLETON BREWING,total_annual,120.0
212,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,January,1.5
600,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,February,
988,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,March,3.16
1376,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,April,
1764,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,May,
2152,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,June,5.83
2540,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,July,2.93
2928,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,August,
3316,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,September,2.33
3704,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,October,
4092,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,November,
4480,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,December,2.0
4868,milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,total_annual,17.75
213,millwood brewing company,MILLWOOD BREWING COMPANY,January,15.04
601,millwood brewing company,MILLWOOD BREWING COMPANY,February,16.72
989,millwood brewing company,MILLWOOD BREWING COMPANY,March,19.66
1377,millwood brewing company,MILLWOOD BREWING COMPANY,April,18.91
1765,millwood brewing company,MILLWOOD BREWING COMPANY,May,18.21
2153,millwood brewing company,MILLWOOD BREWING COMPANY,June,15.93
2541,millwood brewing company,MILLWOOD BREWING COMPANY,July,14.38
2929,millwood brewing company,MILLWOOD BREWING COMPANY,August,16.24
3317,millwood brewing company,MILLWOOD BREWING COMPANY,September,10.8
3705,millwood brewing company,MILLWOOD BREWING COMPANY,October,10.19
4093,millwood brewing company,MILLWOOD BREWING COMPANY,November,14.53
4481,millwood brewing company,MILLWOOD BREWING COMPANY,December,19.95
4869,millwood brewing company,MILLWOOD BREWING COMPANY,total_annual,190.56
214,mirage beer company,MIRAGE BEER,January,1.59
602,mirage beer company,MIRAGE BEER,February,18.17
990,mirage beer company,MIRAGE BEER,March,17.76
1378,mirage beer company,MIRAGE BEER,April,21.61
1766,mirage beer company,MIRAGE BEER,May,15.19
2154,mirage beer company,MIRAGE BEER,June,10.27
2542,mirage beer company,MIRAGE BEER,July,6.57
2930,mirage beer company,MIRAGE BEER,August,22.42
3318,mirage beer company,MIRAGE BEER,September,7.43
3706,mirage beer company,MIRAGE BEER,October,17.2
4094,mirage beer company,MIRAGE BEER,November,19.81
4482,mirage beer company,MIRAGE BEER,December,11.16
4870,mirage beer company,MIRAGE BEER,total_annual,169.17999999999998
215,monka brewing company,MONKA BREWING COMPANY,January,
603,monka brewing company,MONKA BREWING COMPANY,February,6.0
991,monka brewing company,MONKA BREWING COMPANY,March,6.0
1379,monka brewing company,MONKA BREWING COMPANY,April,9.0
1767,monka brewing company,MONKA BREWING COMPANY,May,
2155,monka brewing company,MONKA BREWING COMPANY,June,9.0
2543,monka brewing company,MONKA BREWING COMPANY,July,3.0
2931,monka brewing company,MONKA BREWING COMPANY,August,15.0
3319,monka brewing company,MONKA BREWING COMPANY,September,3.0
3707,monka brewing company,MONKA BREWING COMPANY,October,9.0
4095,monka brewing company,MONKA BREWING COMPANY,November,
4483,monka brewing company,MONKA BREWING COMPANY,December,9.0
4871,monka brewing company,MONKA BREWING COMPANY,total_annual,69.0
216,moonshot brewing,MOONSHOT BREWING,January,13.91
604,moonshot brewing,MOONSHOT BREWING,February,18.74
992,moonshot brewing,MOONSHOT BREWING,March,22.3
1380,moonshot brewing,MOONSHOT BREWING,April,18.55
1768,moonshot brewing,MOONSHOT BREWING,May,21.81
2156,moonshot brewing,MOONSHOT BREWING,June,22.16
2544,moonshot brewing,MOONSHOT BREWING,July,24.06
2932,moonshot brewing,MOONSHOT BREWING,August,20.64
3320,moonshot brewing,MOONSHOT BREWING,September,21.75
3708,moonshot brewing,MOONSHOT BREWING,October,19.86
4096,moonshot brewing,MOONSHOT BREWING,November,16.21
4484,moonshot brewing,MOONSHOT BREWING,December,15.11
4872,moonshot brewing,MOONSHOT BREWING,total_annual,235.1
217,mother fern brewing,MOTHER FERN BREWING,January,61.0
605,mother fern brewing,MOTHER FERN BREWING,February,47.75
993,mother fern brewing,MOTHER FERN BREWING,March,107.0
1381,mother fern brewing,MOTHER FERN BREWING,April,148.0
1769,mother fern brewing,MOTHER FERN BREWING,May,
2157,mother fern brewing,MOTHER FERN BREWING,June,297.0
2545,mother fern brewing,MOTHER FERN BREWING,July,91.5
2933,mother fern brewing,MOTHER FERN BREWING,August,216.0
3321,mother fern brewing,MOTHER FERN BREWING,September,
3709,mother fern brewing,MOTHER FERN BREWING,October,
4097,mother fern brewing,MOTHER FERN BREWING,November,147.5
4485,mother fern brewing,MOTHER FERN BREWING,December,125.0
4873,mother fern brewing,MOTHER FERN BREWING,total_annual,1240.75
218,mount olympus brewing,MOUNT OLYMPUS BREWING,January,
606,mount olympus brewing,MOUNT OLYMPUS BREWING,February,85.67
994,mount olympus brewing,MOUNT OLYMPUS BREWING,March,
1382,mount olympus brewing,MOUNT OLYMPUS BREWING,April,
1770,mount olympus brewing,MOUNT OLYMPUS BREWING,May,95.97
2158,mount olympus brewing,MOUNT OLYMPUS BREWING,June,
2546,mount olympus brewing,MOUNT OLYMPUS BREWING,July,57.01
2934,mount olympus brewing,MOUNT OLYMPUS BREWING,August,
3322,mount olympus brewing,MOUNT OLYMPUS BREWING,September,86.22
3710,mount olympus brewing,MOUNT OLYMPUS BREWING,October,
4098,mount olympus brewing,MOUNT OLYMPUS BREWING,November,39.12
4486,mount olympus brewing,MOUNT OLYMPUS BREWING,December,67.9
4874,mount olympus brewing,MOUNT OLYMPUS BREWING,total_annual,431.89
219,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,January,5.84
607,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,February,8.17
995,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,March,9.01
1383,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,April,14.6
1771,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,May,
2159,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,June,24.19
2547,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,July,9.17
2935,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,August,10.36
3323,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,September,4.84
3711,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,October,13.69
4099,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,November,9.01
4487,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,December,
4875,mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,total_annual,108.88
220,mule and elk brewing company,MULE AND ELK BREWING COMPANY,January,9.59
608,mule and elk brewing company,MULE AND ELK BREWING COMPANY,February,12.42
996,mule and elk brewing company,MULE AND ELK BREWING COMPANY,March,16.03
1384,mule and elk brewing company,MULE AND ELK BREWING COMPANY,April,
1772,mule and elk brewing company,MULE AND ELK BREWING COMPANY,May,11.79
2160,mule and elk brewing company,MULE AND ELK BREWING COMPANY,June,10.36
2548,mule and elk brewing company,MULE AND ELK BREWING COMPANY,July,8.44
2936,mule and elk brewing company,MULE AND ELK BREWING COMPANY,August,11.97
3324,mule and elk brewing company,MULE AND ELK BREWING COMPANY,September,21.04
3712,mule and elk brewing company,MULE AND ELK BREWING COMPANY,October,5.19
4100,mule and elk brewing company,MULE AND ELK BREWING COMPANY,November,14.57
4488,mule and elk brewing company,MULE AND ELK BREWING COMPANY,December,15.9
4876,mule and elk brewing company,MULE AND ELK BREWING COMPANY,total_annual,137.29999999999998
221,métier brewing company,METIER BREWING COMPANY,January,27.66
609,métier brewing company,METIER BREWING COMPANY,February,56.63
997,métier brewing company,METIER BREWING COMPANY,March,59.08
1385,métier brewing company,METIER BREWING COMPANY,April,56.52
1773,métier brewing company,METIER BREWING COMPANY,May,51.11
2161,métier brewing company,METIER BREWING COMPANY,June,108.12
2549,métier brewing company,METIER BREWING COMPANY,July,44.9
2937,métier brewing company,METIER BREWING COMPANY,August,139.06
3325,métier brewing company,METIER BREWING COMPANY,September,87.6
3713,métier brewing company,METIER BREWING COMPANY,October,59.99
4101,métier brewing company,METIER BREWING COMPANY,November,40.77
4489,métier brewing company,METIER BREWING COMPANY,December,28.37
4877,métier brewing company,METIER BREWING COMPANY,total_annual,759.8100000000001
222,narrows brewing company,NARROWS BREWING COMPANY,January,137.17
610,narrows brewing company,NARROWS BREWING COMPANY,February,118.41
998,narrows brewing company,NARROWS BREWING COMPANY,March,211.22
1386,narrows brewing company,NARROWS BREWING COMPANY,April,201.78
1774,narrows brewing company,NARROWS BREWING COMPANY,May,255.36
2162,narrows brewing company,NARROWS BREWING COMPANY,June,211.05
2550,narrows brewing company,NARROWS BREWING COMPANY,July,194.71
2938,narrows brewing company,NARROWS BREWING COMPANY,August,305.47
3326,narrows brewing company,NARROWS BREWING COMPANY,September,163.76
3714,narrows brewing company,NARROWS BREWING COMPANY,October,170.56
4102,narrows brewing company,NARROWS BREWING COMPANY,November,207.36
4490,narrows brewing company,NARROWS BREWING COMPANY,December,110.21
4878,narrows brewing company,NARROWS BREWING COMPANY,total_annual,2287.0600000000004
223,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,January,
611,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,February,
999,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,March,50.0
1387,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,April,52.0
1775,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,May,
2163,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,June,
2551,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,July,
2939,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,August,86.0
3327,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,September,
3715,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,October,
4103,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,November,
4491,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,December,75.0
4879,natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,total_annual,263.0
224,new maitland brewing llc,NEW MAITLAND BREWING LLC,January,
612,new maitland brewing llc,NEW MAITLAND BREWING LLC,February,
1000,new maitland brewing llc,NEW MAITLAND BREWING LLC,March,
1388,new maitland brewing llc,NEW MAITLAND BREWING LLC,April,
1776,new maitland brewing llc,NEW MAITLAND BREWING LLC,May,
2164,new maitland brewing llc,NEW MAITLAND BREWING LLC,June,
2552,new maitland brewing llc,NEW MAITLAND BREWING LLC,July,1.99
2940,new maitland brewing llc,NEW MAITLAND BREWING LLC,August,2.32
3328,new maitland brewing llc,NEW MAITLAND BREWING LLC,September,1.44
3716,new maitland brewing llc,NEW MAITLAND BREWING LLC,October,0.57
4104,new maitland brewing llc,NEW MAITLAND BREWING LLC,November,0.08
4492,new maitland brewing llc,NEW MAITLAND BREWING LLC,December,0.16
4880,new maitland brewing llc,NEW MAITLAND BREWING LLC,total_annual,6.5600000000000005
225,no boat brewing company,NOBOAT BREWING COMPANY,January,19.5
613,no boat brewing company,NOBOAT BREWING COMPANY,February,47.5
1001,no boat brewing company,NOBOAT BREWING COMPANY,March,32.0
1389,no boat brewing company,NOBOAT BREWING COMPANY,April,42.0
1777,no boat brewing company,NOBOAT BREWING COMPANY,May,42.0
2165,no boat brewing company,NOBOAT BREWING COMPANY,June,69.75
2553,no boat brewing company,NOBOAT BREWING COMPANY,July,49.0
2941,no boat brewing company,NOBOAT BREWING COMPANY,August,56.5
3329,no boat brewing company,NOBOAT BREWING COMPANY,September,62.0
3717,no boat brewing company,NOBOAT BREWING COMPANY,October,47.0
4105,no boat brewing company,NOBOAT BREWING COMPANY,November,46.0
4493,no boat brewing company,NOBOAT BREWING COMPANY,December,45.25
4881,no boat brewing company,NOBOAT BREWING COMPANY,total_annual,558.5
226,no drought brewing company,NO DROUGHT BREWING COMPANY,January,13.47
614,no drought brewing company,NO DROUGHT BREWING COMPANY,February,6.98
1002,no drought brewing company,NO DROUGHT BREWING COMPANY,March,7.39
1390,no drought brewing company,NO DROUGHT BREWING COMPANY,April,7.72
1778,no drought brewing company,NO DROUGHT BREWING COMPANY,May,
2166,no drought brewing company,NO DROUGHT BREWING COMPANY,June,
2554,no drought brewing company,NO DROUGHT BREWING COMPANY,July,19.38
2942,no drought brewing company,NO DROUGHT BREWING COMPANY,August,
3330,no drought brewing company,NO DROUGHT BREWING COMPANY,September,22.82
3718,no drought brewing company,NO DROUGHT BREWING COMPANY,October,
4106,no drought brewing company,NO DROUGHT BREWING COMPANY,November,
4494,no drought brewing company,NO DROUGHT BREWING COMPANY,December,13.27
4882,no drought brewing company,NO DROUGHT BREWING COMPANY,total_annual,91.03
227,no-li brewhouse,NO-LI BREWHOUSE,January,742.06
615,no-li brewhouse,NO-LI BREWHOUSE,February,954.51
1003,no-li brewhouse,NO-LI BREWHOUSE,March,1113.38
1391,no-li brewhouse,NO-LI BREWHOUSE,April,1408.5700000000002
1779,no-li brewhouse,NO-LI BREWHOUSE,May,1056.81
2167,no-li brewhouse,NO-LI BREWHOUSE,June,1246.7
2555,no-li brewhouse,NO-LI BREWHOUSE,July,1396.96
2943,no-li brewhouse,NO-LI BREWHOUSE,August,1295.5
3331,no-li brewhouse,NO-LI BREWHOUSE,September,1409.41
3719,no-li brewhouse,NO-LI BREWHOUSE,October,1226.51
4107,no-li brewhouse,NO-LI BREWHOUSE,November,1029.92
4495,no-li brewhouse,NO-LI BREWHOUSE,December,1344.53
4883,no-li brewhouse,NO-LI BREWHOUSE,total_annual,14224.86
228,north 47 brewing company,NORTH 47 BREWING CO.,January,18.0
616,north 47 brewing company,NORTH 47 BREWING CO.,February,18.0
1004,north 47 brewing company,NORTH 47 BREWING CO.,March,26.0
1392,north 47 brewing company,NORTH 47 BREWING CO.,April,8.5
1780,north 47 brewing company,NORTH 47 BREWING CO.,May,16.0
2168,north 47 brewing company,NORTH 47 BREWING CO.,June,18.0
2556,north 47 brewing company,NORTH 47 BREWING CO.,July,21.0
2944,north 47 brewing company,NORTH 47 BREWING CO.,August,20.0
3332,north 47 brewing company,NORTH 47 BREWING CO.,September,24.0
3720,north 47 brewing company,NORTH 47 BREWING CO.,October,15.0
4108,north 47 brewing company,NORTH 47 BREWING CO.,November,19.5
4496,north 47 brewing company,NORTH 47 BREWING CO.,December,9.0
4884,north 47 brewing company,NORTH 47 BREWING CO.,total_annual,213.0
229,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,January,27.29
617,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,February,22.84
1005,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,March,34.48
1393,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,April,29.32
1781,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,May,33.06
2169,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,June,28.55
2557,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,July,45.32
2945,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,August,48.45
3333,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,September,37.74
3721,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,October,28.869999999999997
4109,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,November,26.0
4497,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,December,27.61
4885,north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,total_annual,389.53
230,north jetty brewing,NORTH JETTY BREWING,January,21.34
618,north jetty brewing,NORTH JETTY BREWING,February,48.42
1006,north jetty brewing,NORTH JETTY BREWING,March,62.93
1394,north jetty brewing,NORTH JETTY BREWING,April,45.15
1782,north jetty brewing,NORTH JETTY BREWING,May,61.44
2170,north jetty brewing,NORTH JETTY BREWING,June,56.48
2558,north jetty brewing,NORTH JETTY BREWING,July,64.74
2946,north jetty brewing,NORTH JETTY BREWING,August,82.77
3334,north jetty brewing,NORTH JETTY BREWING,September,65.1
3722,north jetty brewing,NORTH JETTY BREWING,October,60.03
4110,north jetty brewing,NORTH JETTY BREWING,November,21.96
4498,north jetty brewing,NORTH JETTY BREWING,December,48.65
4886,north jetty brewing,NORTH JETTY BREWING,total_annual,639.01
